term,papers,category,secondary,model,prompt_sha,created_at
assess readiness,12,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:21.332347+00:00
identify knowledge gaps,11,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:21.332353+00:00
improve mechanical performance,11,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:21.332357+00:00
material substitution,11,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:21.332363+00:00
corrosion inhibition,11,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:21.332367+00:00
catalyst development,11,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571894+00:00
research agenda,11,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571937+00:00
environmental assessment,11,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571942+00:00
close material loops,11,material_technical,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571946+00:00
material recovery emissions reduction,11,environmental,material_technical,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571950+00:00
climate neutrality,11,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571954+00:00
green chemistry,11,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571957+00:00
behavioral change,11,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571960+00:00
shelf-life extension,11,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571964+00:00
biomethane production,11,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571967+00:00
enhance knowledge,11,methodological_knowledge,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571970+00:00
optimize production,11,material_technical,economic_business,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571974+00:00
enhance traceability,11,material_technical,governance_institutional,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571977+00:00
consumer preference,11,social_behavioral_educational,economic_business,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571980+00:00
map research themes,11,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571984+00:00
resource circulation,11,material_technical,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571987+00:00
adopt cbms,11,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571991+00:00
promote entrepreneurship,11,economic_business,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571994+00:00
add value,11,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.571997+00:00
water resource management,10,environmental,governance_institutional,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572000+00:00
material utilization,10,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572004+00:00
consumer engagement,10,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572007+00:00
nitrogen recovery,10,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572011+00:00
energy security,10,environmental,governance_institutional,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572014+00:00
raw material recovery,10,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572017+00:00
knowledge dissemination,10,social_behavioral_educational,methodological_knowledge,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572020+00:00
mechanical properties,10,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572024+00:00
waste generation forecasting,10,material_technical,methodological_knowledge,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572027+00:00
circularity potential,10,methodological_knowledge,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572030+00:00
compost quality,10,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572033+00:00
promote remanufacturing,10,material_technical,economic_business,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572036+00:00
environmental responsibility,10,environmental,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572040+00:00
identify barriers and opportunities,10,methodological_knowledge,ambiguous_context_required,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572043+00:00
material and energy recovery,10,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572046+00:00
promote ce,10,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572049+00:00
valorization of residues,10,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572054+00:00
syngas production,10,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572057+00:00
economic impact assessment,10,economic_business,methodological_knowledge,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572060+00:00
agronomic use,10,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572063+00:00
community empowerment,10,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:23.572066+00:00
ecological civilization,10,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.304920+00:00
green development,10,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305042+00:00
comprehensive utilization,10,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305060+00:00
depolymerization,10,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305066+00:00
material development,10,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305070+00:00
improve repairability,10,material_technical,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305075+00:00
improve durability,10,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305092+00:00
reduce textile waste,10,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305097+00:00
degradation,10,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305102+00:00
countermeasures,10,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305106+00:00
circular design,10,material_technical,methodological_knowledge,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305110+00:00
cellulose extraction,9,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305114+00:00
replace fossil fuels,9,environmental,material_technical,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305118+00:00
thematic evolution,9,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305122+00:00
economic environmental performance,9,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305127+00:00
institutional change,9,governance_institutional,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305131+00:00
socio-economic development,9,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305135+00:00
evaluate properties,9,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305139+00:00
economic diversification,9,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305143+00:00
material repurposing,9,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305147+00:00
green logistics,9,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305152+00:00
reduce raw materials,9,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305162+00:00
close the loop,9,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305166+00:00
business performance,9,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305170+00:00
ce development,9,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305174+00:00
sustainability analysis,9,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305178+00:00
manage tensions,9,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305192+00:00
sustainable behavior,9,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305196+00:00
economic value,9,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305200+00:00
disclosure,9,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305204+00:00
concept clarification,9,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305208+00:00
increase value,9,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305212+00:00
information management,9,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305216+00:00
cement replacement,9,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305220+00:00
prioritization of barriers,9,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305224+00:00
resource recycling,9,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305228+00:00
increase participation,9,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305232+00:00
synthesis,9,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305236+00:00
sustainable future,9,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305240+00:00
bioeconomy transition,9,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:26.305243+00:00
electricity generation,9,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.660908+00:00
adhesion tests,9,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.660949+00:00
improve sanitation,9,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.660954+00:00
improve quality of life,9,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.660958+00:00
identify obstacles,9,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.660962+00:00
circular transitions,9,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.660966+00:00
circular city development,9,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.660970+00:00
quality management,9,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.660973+00:00
bioplastic production,9,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.660977+00:00
land use strategy,9,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.660981+00:00
development potential,9,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.660987+00:00
explore potential applications,9,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.660991+00:00
contaminant removal,9,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.660994+00:00
material characterization,9,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.660998+00:00
material production,8,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661005+00:00
biohydrogen production,8,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661008+00:00
enhance value chain,8,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661012+00:00
increase reuse,8,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661015+00:00
prevent rebound effects,8,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661019+00:00
antioxidants and antimicrobials,8,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661023+00:00
reduce embodied carbon,8,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661026+00:00
closed production cycles,8,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661030+00:00
decouple economic growth,8,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661064+00:00
reduce negative impact,8,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661068+00:00
innovative development,8,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661071+00:00
green growth,8,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661075+00:00
lignin valorization,8,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661078+00:00
industry transformation,8,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661081+00:00
business development,8,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661085+00:00
increase demand,8,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661088+00:00
bioenergy waste valorization,8,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661091+00:00
advance digitalization,8,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661094+00:00
mitigate impacts,8,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661098+00:00
environmental risk assessment,8,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661103+00:00
causal relationship,8,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661106+00:00
attract investment,8,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661110+00:00
advances discourse,8,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661113+00:00
circular models,8,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661116+00:00
material circulation,8,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:17:28.661119+00:00
