term,papers,category,secondary,model,prompt_sha,created_at
resource efficiency,15,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403065+00:00
nutrient recovery,15,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403069+00:00
electrospinning,15,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403072+00:00
solvent extraction,15,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403076+00:00
life cycle thinking,15,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403080+00:00
spatial analysis,15,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403083+00:00
modeling,15,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403087+00:00
self-assembly,15,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403090+00:00
holistic approach,15,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403093+00:00
probit model,15,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403097+00:00
leaching,15,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403100+00:00
wastewater treatment,15,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403103+00:00
chemical precipitation,15,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403106+00:00
eco-industrial park,15,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403114+00:00
freeze-drying,15,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403118+00:00
chemical analysis,14,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403121+00:00
legal regulation,14,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403124+00:00
patent analysis,14,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403127+00:00
near-infrared spectroscopy,14,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403131+00:00
electrochemical reduction,14,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403134+00:00
field study,14,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403137+00:00
longitudinal case study,14,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403140+00:00
maturity models,14,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403144+00:00
life cycle approach,14,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403152+00:00
injection molding,14,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403155+00:00
theoretical framework,14,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403159+00:00
vermicomposting,14,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403162+00:00
sintering,14,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403165+00:00
practice-based approach,14,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403169+00:00
green chemistry,14,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403172+00:00
systematic approach,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403175+00:00
market analysis,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:02.403178+00:00
ontology development,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027861+00:00
anaerobic fermentation,13,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027927+00:00
fuzzy comprehensive evaluation,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027932+00:00
computable general equilibrium model,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027937+00:00
feasibility study,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027941+00:00
field experiment,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027960+00:00
fenton process,13,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027964+00:00
real-time pcr,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027967+00:00
accounting policy,13,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027971+00:00
digital product passport,13,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027975+00:00
meta-analysis,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027978+00:00
expert interviews,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027982+00:00
internet of things,13,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027985+00:00
input-output analysis,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027988+00:00
biocatalysis,13,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027992+00:00
theory of planned behavior,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027995+00:00
catalytic conversion,13,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.027999+00:00
partial least squares,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028002+00:00
ecological footprint model,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028006+00:00
compressive strength testing,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028009+00:00
lean management,13,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028013+00:00
ftir spectroscopy,13,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028016+00:00
review paper,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028019+00:00
membrane technology,12,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028023+00:00
deep eutectic solvents,12,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028026+00:00
causal loop diagram,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028029+00:00
strategy analysis,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028033+00:00
data-driven analysis,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028036+00:00
material circularity indicator,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028039+00:00
focus groups,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028042+00:00
social network analysis,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028045+00:00
analytical methods,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028049+00:00
solid-liquid extraction,12,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028052+00:00
analytical framework,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028055+00:00
regression models,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028059+00:00
carbonization,12,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028062+00:00
logistic regression,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028065+00:00
zero waste management,12,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028079+00:00
methodological approach,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028083+00:00
multi-level perspective,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:07.028086+00:00
material development,12,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072553+00:00
autoregressive distributed lag,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072593+00:00
pot experiment,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072601+00:00
microwaves,12,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072608+00:00
anaerobic digestion pyrolysis,12,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072615+00:00
co-design,12,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072621+00:00
public procurement,12,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072626+00:00
pelletization,12,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072632+00:00
life cycle management,12,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072638+00:00
triple bottom line,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072644+00:00
organic fertilizer production,12,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072649+00:00
fuzzy ahp,12,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072655+00:00
water reuse,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072660+00:00
system engineering,11,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072667+00:00
descriptive-analytical method,11,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072673+00:00
closed-loop supply chain,11,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072679+00:00
activated carbon production,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072685+00:00
pestel analysis,11,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072690+00:00
waste upcycling,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072695+00:00
hydrothermal liquefaction,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072701+00:00
green logistics,11,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072706+00:00
energy analysis,11,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072711+00:00
deep learning,11,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072716+00:00
separation processes,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072721+00:00
electrochemical oxidation,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072727+00:00
choice experiment,11,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072733+00:00
focus group interviews,11,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072738+00:00
compositional analysis,11,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072743+00:00
impact assessment,11,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072748+00:00
green extraction,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072753+00:00
adaptive reuse,11,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072757+00:00
project-based learning,11,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072762+00:00
multivariate statistical analyses,11,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072767+00:00
extrusion and injection molding,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072772+00:00
biochar production,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072777+00:00
distillation,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072782+00:00
design for deconstruction,11,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072787+00:00
electrochemical dissolution,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072792+00:00
numerical simulation,11,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072796+00:00
hyperspectral imaging,11,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:10.072802+00:00
fused deposition modeling,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.225981+00:00
surface modification,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226061+00:00
bitumen modification,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226073+00:00
technological innovation,11,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226079+00:00
plastic waste recycling,11,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226087+00:00
evaluation indicator system,11,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226092+00:00
inventory,11,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226100+00:00
x-ray diffraction,10,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226106+00:00
mechanochemistry,10,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226113+00:00
factorial design,10,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226119+00:00
magnetic separation,10,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226123+00:00
aquaponics,10,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226132+00:00
precision agriculture,10,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226137+00:00
topic modelling,10,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226143+00:00
review and analysis,10,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226149+00:00
aqueous biphasic system,10,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226153+00:00
molecular dynamics simulations,10,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226158+00:00
biomass valorization,10,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226163+00:00
alkali-activated binders,10,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226167+00:00
design of experiments,10,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226171+00:00
casting technique,10,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226175+00:00
actor network theory,10,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226184+00:00
capacity testing,10,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226258+00:00
environmental impact assessment,10,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226264+00:00
qualitative literature review,10,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226268+00:00
integrated model,10,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:04:12.226272+00:00
